subject_id	predicate_id	source_language	source_value	translation_language	translation_value	translator	translator_expertise	translation_status	translation_date	comment
MEDICNE:233cb744-fe54-5d3a-bbb8-4068fd7fbb2a	rdfs:label	ru	Аспаркам	en-us	Asparkam	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:233e8ff9-5033-5f3f-949e-130d2c02521e	rdfs:label	ru	Бактериофаг сальмонеллезный групп A, B, C, D, E	en-us	Salmonella bacteriophage, groups A, B, C, D, E	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:234348cd-2d24-5921-8014-1f7be878a3eb	rdfs:label	ru	Маример	en-us	Marimer	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:23482134-17c5-58b9-9ecf-4702b81b752d	rdfs:label	ru	Валдисперт®	en-us	Valdispert®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:234d11cd-3286-5864-aaf2-99c2b2ddf974	rdfs:label	zh	聚卡波非钙颗粒	en-us	Polycarbophil Calcium-Free Granules	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:236429c7-6cdf-5fcc-88d7-5c047bb53957	rdfs:label	ru	Пентаэритритила тетранитрат	en-us	Pentaerythritol tetranitrate	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:236a6b1f-3d1c-5b12-aaea-20ae056f1629	rdfs:label	ru	Ларонидаза	en-us	Laronidase	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:236fd744-d689-5425-b317-d188d27c6f86	rdfs:label	ru	Эсцина лизинат	en-us	Escin lysinate	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:237a03a8-321b-5f02-b390-cd1b796c474e	rdfs:label	ru	Подорожника большого сок	en-us	Greater Plantain Juice	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:237af945-b412-5337-ad55-d14d91243522	rdfs:label	ru	Гиосцина бутилбромид+Парацетамол+[Лидокаин]	en-us	Gioscine butylbromide + Paracetamol + [Lidocaine]	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:237e905f-5019-5b99-9343-d03761c9a18c	rdfs:label	zh	注射用左亚叶酸钙	en-us	Calcium Leucovorin for Injection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:2382fed3-e320-5f88-aea7-8dfd507d5ff3	rdfs:label	ru	Флурбипрофен+Цетилпиридиния хлорид	en-us	Flurbiprofen + Cetylpyridinium Chloride	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:238d2665-dfa3-5946-b831-10c80a0ab2c7	rdfs:label	ru	СИНУКАП	en-us	SINUKAP	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:23a343eb-131b-508a-9282-6071a3cd35a3	rdfs:label	ru	Спираприл	en-us	Spirapril	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:23a5f0b7-1020-5332-9047-3d4c1c0f436b	rdfs:label	ru	Каштана конского семян экстракт	en-us	Horse Chestnut Seed Extract	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:23ae8d4c-84bf-5479-8a45-4da1691825e7	rdfs:label	ru	Крапивы экстракт сухой	en-us	Dried nettle extract	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:23afa4f7-2852-5ef4-b7da-425b59bca51c	rdfs:label	ru	Гомеопатические монокомпонентные препараты животного происхождения (9 наименований - согласно приложению)	en-us	Homeopathic single-ingredient preparations of animal origin (9 items—as listed in the appendix)	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:23c0dc30-e29a-5232-a67d-68a9830da706	rdfs:label	ru	Антигриппин-АНВИ®	en-us	Antigrippin-ANVI®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:23c8a067-4991-54d3-b21a-ed45bd903d83	rdfs:label	ru	Окрелизумаб	en-us	Ocrelizumab	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:23cd6710-9c66-58dc-be83-dd15f9f853be	rdfs:label	ru	Фотолон	en-us	Photolon	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:23ce4c3c-3341-586f-9ee3-1bb0554f99c2	rdfs:label	ru	Кобиметиниб	en-us	Cobimetinib	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:23d1f976-37e2-5574-8647-bdebe3f9d720	rdfs:label	zh	葡萄糖酸钙注射液	en-us	Calcium Gluconate Injection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:23d53538-fc82-5770-a39d-b33debe0b349	rdfs:label	ru	Периндоприла аргинин+Амлодипин	en-us	Perindopril Arginine + Amlodipine	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:23e196f3-4cb1-5c5c-bb17-f2e319ec8fb5	rdfs:label	ru	Кофеин+Парацетамол+Фенилэфрин+Фенирамин и Парацетамол+Фенилэфрин+Фенирамин	en-us	Caffeine + Paracetamol + Phenylephrine + Phenyramine and Paracetamol + Phenylephrine + Phenyramine	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:23e9b1df-42cd-5c6c-92a6-8326f098a5f8	rdfs:label	zh	格列齐特片	en-us	Gliclazide Tablets	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:2407c4d1-dbfa-52e3-954f-cec231632980	rdfs:label	zh	阿立哌唑口崩片	en-us	Aripiprazole Orally Disintegrating Tablets	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:2408cc6c-a7ba-505b-9eb8-5bee83a6732a	rdfs:label	ru	Спрегаль	en-us	Coupling	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:240b092a-f376-598f-8029-c6418af180e8	rdfs:label	ru	Промазин	en-us	Promazin	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:2422acdf-336e-5db5-8650-19ae7aaae79d	rdfs:label	ru	Полиферон-CD4	en-us	Poliferon-CD4	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:243a8a0e-a1e1-5ba7-abe6-ace336c3c9ab	rdfs:label	ru	N-карбамоилметил-4-фенил-2-пирролидон	en-us	N-carbamoylmethyl-4-phenyl-2-pyrrolidone	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:243b015c-429f-59fd-b7c0-28fa2eaad186	rdfs:label	ru	Милнаципран	en-us	Milnacipran	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:2441013d-e4aa-5621-b68a-cda934dbe708	rdfs:label	ru	Латанопростен бунод	en-us	Latanoprost bud	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:244900c8-eb95-579e-9b33-a4ff22be4756	rdfs:label	ru	Вакцина против вируса папилломы человека рекомбинантная, адсорбированная, содержащая адъювант AS04	en-us	Recombinant, adsorbed human papillomavirus vaccine containing the AS04 adjuvant	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24511137-902f-5a07-b7c3-6713636ce976	rdfs:label	ru	МОВИПРЕП®	en-us	MOVIPREP®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:245d7844-e6e4-52b3-bb5b-421f8dc99666	rdfs:label	ru	Пропофол Фрезениус	en-us	Propofol Fresenius	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:245f2754-13d8-5f6e-809e-9c860b60c7a3	rdfs:label	ru	Полыни горькой травы настойка	en-us	Wormwood Tincture	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:2462483b-5ede-5095-abc3-c5e38527edf3	rdfs:label	ru	Новосепт® форте	en-us	Novosept® Forte	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:2468847f-de23-571b-9ee6-4f7728d92d74	rdfs:label	ru	Тотема®	en-us	Totema®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:246b046b-e281-56e9-a79b-37cd8f5a02db	rdfs:label	ru	ХЛОЕ®	en-us	CHLOE®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:2472e049-6ecc-53cd-ab23-d707a0b1cec4	rdfs:label	ru	Гадоксетовая кислота	en-us	Gadoxetic acid	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:247ccc3f-bcfc-508f-93c9-11dd2b7f976f	rdfs:label	ru	Вакцина гонококковая инактивированная (Гоновакцина)	en-us	Inactivated Gonococcal Vaccine (Gonovaccine)	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:247df908-2faf-54ed-8a07-08045c1f6dce	rdfs:label	ru	Вакцина для профилактики шигеллеза Зонне полисахаридная	en-us	Zonne Polysaccharide Vaccine for the Prevention of Shigellosis	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24823df1-90ab-5eb2-88fb-c69685f356db	rdfs:label	ru	Инсулин деглудек+Инсулин аспарт	en-us	Insulin Degludec + Insulin Aspart	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24901572-2240-5035-b7d4-e109fdd356bd	rdfs:label	ru	Бромгексин+Гвайфенезин+Сальбутамол+[Рацементол]	en-us	Bromhexine + Guaifenesin + Salbutamol + [Racementol]	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-08-13	DeepL
MEDICNE:24924ac1-181a-5338-9e58-fc1d6729e3f7	rdfs:label	ru	Гадодиамид	en-us	gadodiamide	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:249596bc-65d3-5050-99d1-3048f4c9f037	rdfs:label	ru	Радия хлорид (223Ra)	en-us	Radium chloride (223Ra)	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:249b09ad-d3a9-5e3e-bb31-ec4909a4c6f5	rdfs:label	ru	Пепфиз	en-us	Pepfiz	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24a92cfb-7416-59ad-a035-3c5611178031	rdfs:label	ru	Ангин-Хель	en-us	Angin-Hel	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24afc7e4-ea88-5714-b636-17c8dc128bda	rdfs:label	ru	Индапамид+Эналаприл	en-us	Indapamide + Enalapril	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24b93c01-fd6e-5e4f-a3e4-6c780d9593a4	rdfs:label	zh	盐酸安非他酮缓释片(Ⅱ)	en-us	Bupropion Hydrochloride Extended-Release Tablets (II)	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24bc47ac-b9bd-5c72-aab8-ce993d5c2529	rdfs:label	ru	Гибискуса цветки	en-us	Hibiscus flowers	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24bc659e-363d-50ae-9821-1d5ea6e47d11	rdfs:label	ru	Эрготамин	en-us	Ergotamine	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24c9a08d-b638-53fc-99a6-a1513282239f	rdfs:label	ru	Гидрокортизона ацетат+Метронидазол+Натамицин+Хлорамфеникол	en-us	Hydrocortisone Acetate + Metronidazole + Natamycin + Chloramphenicol	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24ccaad3-3768-5940-87be-43aa445e019a	rdfs:label	ru	Кломипрамин	en-us	Clomipramine	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24d05e9b-d33c-5817-abd6-eacf766f662c	rdfs:label	ru	Финастерид	en-us	Finasteride	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24d9bb28-52e7-57c3-8a5a-b58dd46aece0	rdfs:label	ru	Анатоксин дифтерийно-столбнячный очищенный адсорбированный жидкий (АДС-анатоксин)	en-us	Purified, adsorbed, liquid diphtheria-tetanus toxoid (ADS toxoid)	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24d9d013-288e-5ebf-a5a6-f43a948bcf3f	rdfs:label	ru	Минеральная смесь	en-us	Mineral Blend	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24df45a4-143e-5a95-809f-2bcf419b0d04	rdfs:label	ru	Эхинацеи экстракт сухой	en-us	Echinacea Dry Extract	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24e439d0-6838-5331-a2fc-677a501177f7	rdfs:label	ru	Септогал	en-us	Septogal	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24e86710-c28f-5dd6-b3d9-5a05fbf74b12	rdfs:label	zh	舒必利注射液	en-us	Sulpiride Injection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24f12517-7ea2-54b7-9ba0-54c9a7b46770	rdfs:label	ru	Метенамин	en-us	Methenamine	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:24f9d0f7-c617-57e3-8b8a-9729e819c35d	rdfs:label	ru	Прастерон	en-us	Prasteron	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:2500d059-a928-5e19-bda2-2a92f26f5c7e	rdfs:label	ru	Пэгфилграстим	en-us	Pegfilgrastim	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25136e41-a016-5ef8-9cb0-1102803eaa33	rdfs:label	ru	(2S)-2-гидроксибутандиовая кислота	en-us	(2S)-2-Hydroxybutanedioic acid	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:251b7486-3372-53c9-a106-8637d7bf04e4	rdfs:label	ru	Маритупирдин	en-us	Maritupir's	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:2522aa3d-345b-553c-a40b-43bbebf2b86a	rdfs:label	ru	Декстрометорфан+Парацетамол+Псевдоэфедрин	en-us	Dextromethorphan + Paracetamol + Pseudoephedrine	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:253812bb-1233-5511-9fd3-36350c6029ef	rdfs:label	ru	Кальция фолинат	en-us	Calcium folinate	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25427418-3f3b-551d-9d1c-e27fd3db0ff3	rdfs:label	zh	熊去氧胆酸片	en-us	Ursodeoxycholic Acid Tablets	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:254a93ba-7948-542f-b607-b96cc62ebaee	rdfs:label	ru	Фторэтил-L-тирозин (18F)	en-us	Fluoroethyl-L-tyrosine (18F)	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25533a5b-2a8a-507b-995c-f659082c5ecb	rdfs:label	ru	Афалаза®	en-us	Aphalaza®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:255c304b-14b4-5d37-9592-328fd086ec84	rdfs:label	ru	Калия хлорид+Магния сульфат+Маннитол	en-us	Potassium Chloride + Magnesium Sulfate + Mannitol	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:2567e49c-c08c-5891-8397-6d321a2fe019	rdfs:label	ru	Цернилтон®	en-us	Cernilton®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:256b8bd4-3733-5435-8d68-b4f2a62ebc2c	rdfs:label	ru	Вакцина для профилактики менингококковой инфекции серогрупп A, C, W, Y, полисахаридная, конъюгированная	en-us	Vaccine for the prevention of meningococcal infection caused by serogroups A, C, W, and Y; polysaccharide, conjugated	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:2572bd41-2367-5ca9-a3a6-646435c18619	rdfs:label	zh	琥珀酸曲格列汀片	en-us	Succinic Acid Tugliptin Tablets	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:2574da8f-e0fe-5bab-9d18-6f2889e92324	rdfs:label	ru	Бронхинол	en-us	Bronchinol	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:258bc324-194e-5487-9e0f-79594c86030a	rdfs:label	ru	Феминус Эдас-101	en-us	Femminus Edas-101	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25931d76-33cf-5b2e-b1c0-3fa59c85dec4	rdfs:label	zh	米氮平片	en-us	Mirtazapine Tablets	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:259b0f90-e6a8-54df-bdf4-ccf3525065c9	rdfs:label	zh	尼麦角林片	en-us	Nimegoline Tablets	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25a15e11-1b9f-59ea-b18c-212cc74c493a	rdfs:label	ru	Кортексин®	en-us	Cortexin®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25a5d0a1-e5b0-5ba7-a699-4f28c9651d27	rdfs:label	ru	Гомеовокс®	en-us	Homeovox®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25a9b056-4d41-5253-936f-e13d046827fb	rdfs:label	ru	АРТРОМИЛ ЭДАС-919	en-us	ARTHROMIL EDAS-919	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25b8f2e1-486b-5c15-a23d-7f5fc31e3616	rdfs:label	ru	Витрум® Суперстресс	en-us	Vitrum® SuperStress	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25b9b935-9e08-5d5e-ad2f-436a6d476bfb	rdfs:label	zh	头孢羟氨苄胶囊	en-us	Cefalexin Hydrochloride Capsules	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25bb6cb3-88c5-5cd8-98da-109e4f889ec7	rdfs:label	zh	缩宫素注射液	en-us	Oxytocin Injection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25bd9226-e11a-59a7-84f9-42659ea16777	rdfs:label	ru	Холосас®	en-us	Cholasaas®	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25c100b8-b39d-5578-bf8d-917c9826ea56	rdfs:label	ru	Ломефлоксацин+Простаты экстракт	en-us	Lomefloxacin + Prostate Extract	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25cdc9a4-7c12-5641-bbbb-1f99ef0f3a5b	rdfs:label	ru	Карсат Эдас-936	en-us	Karsat Edas-936	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25d731b5-0224-5d12-9535-14ca33c187f0	rdfs:label	ru	Дифлукортолон+Изоконазол	en-us	Diflucortolone + Isoconazole	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25dc3806-6030-538b-8ee7-52d75296e7e1	rdfs:label	ru	Бролуцизумаб	en-us	Brolucizumab	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25dfac01-b869-56c1-b888-46e4c5547cb0	rdfs:label	zh	注射用阿扎胞苷	en-us	Azacitidine for Injection	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:25e1ab2b-6700-5637-b30a-a9fec23b3be9	rdfs:label	ru	Натрия бензоат	en-us	Sodium benzoate	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:26189568-d31b-556f-b449-2aa5fe3e4387	rdfs:label	ru	Парацетамол+Фенилэфрин и Дифенгидрамин+Парацетамол	en-us	Paracetamol + Phenylephrine and Diphenhydramine + Paracetamol	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:26190ca8-69f4-5fad-9161-836f3d3b58c3	rdfs:label	ru	Тафамидис	en-us	Tafamidis	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:261eb818-ad79-5bd3-a6ea-18d7df71a75a	rdfs:label	ru	Пропротен-100	en-us	Proproten-100	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:262bfe64-3ba1-5d38-a635-7ef4e9587adb	rdfs:label	ru	Гидроксиэтилкрахмал+[натрия хлорид+калия хлорид+кальция хлорид+магния хлорид+натрия ацетат+яблочная кислота]	en-us	Hydroxyethyl starch + [sodium chloride + potassium chloride + calcium chloride + magnesium chloride + sodium acetate + malic acid]	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:26305d2f-1682-5047-b578-397846439c7b	rdfs:label	ru	Рибонуклеаза	en-us	Ribonuclease	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:263e3c17-4cf3-5068-b887-ac0f4f09c412	rdfs:label	ru	Метадоксин	en-us	Metadoxine	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:264776a8-8bc8-5566-a509-d8a889e6db65	rdfs:label	ru	Аскорбиновая кислота+Декстрометорфан+Парацетамол+Псевдоэфедрин	en-us	Ascorbic Acid + Dextromethorphan + Paracetamol + Pseudoephedrine	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:264ac44a-d225-5b56-a437-7292dc435437	rdfs:label	ru	Сульфатиазол серебра	en-us	Silver sulfathiazole	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:264edfcc-4e3a-5984-9078-17ac377482ac	rdfs:label	ru	Лантана карбонат	en-us	Lanthanum carbonate	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:26514f43-5e91-5d97-b3f6-3865aec1555e	rdfs:label	ru	Железа сульфат+Серин+Фолиевая кислота	en-us	Iron Sulfate + Serine + Folic Acid	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:26575f25-bee6-58c2-a9d1-61fea105a662	rdfs:label	ru	Первоцвета корней экстракт+Тимьяна обыкновенного травы экстракт	en-us	Primrose Root Extract + Common Thyme Herb Extract	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:266a1d81-6246-5521-a65d-e716d7091a4c	rdfs:label	ru	Бисопролол+Гидрохлоротиазид	en-us	Bisoprolol + Hydrochlorothiazide	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:266dd6f3-7fa6-5920-bea8-ef374574989b	rdfs:label	ru	Доктор Тайсс Эвкалипт	en-us	Dr. Thyss Eucalyptus	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:267b7095-f111-568d-b36b-b2b2c5140426	rdfs:label	ru	Фосфоглив® форте	en-us	Phosphogliv® Forte	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:26858efe-7d4d-55a9-8a4f-0401919b683a	rdfs:label	zh	噻托溴铵奥达特罗吸入喷雾剂	en-us	Tiotropium Bromide and Formoterol Inhalation Spray	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:268b73b5-14a9-5a57-b557-e394dc75c547	rdfs:label	ru	ПСМА-1007 (18F)	en-us	PSMA-1007 (18F)	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:268ca435-caf8-5682-b8ef-de24298e64b4	rdfs:label	ru	Витрум® Бэби	en-us	Vitrum® Baby	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:268ced73-552b-5312-b85d-4675f550f3d5	rdfs:label	ru	Кофеин+Парацетамол+Фенилэфрин+Хлорфенамин	en-us	Caffeine + Paracetamol + Phenylephrine + Chlorphenamine	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:269378ba-b035-5ae1-b5ea-e851e72627aa	rdfs:label	ru	Осталон Кальций-Д	en-us	Ostalon Calcium-D	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:2698c8c3-9e11-5dab-bf81-505114c6900e	rdfs:label	ru	Фозиноприл+Гидрохлоротиазид	en-us	Fosinopril + Hydrochlorothiazide	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:269d7154-2fb3-5b33-9d4d-2167594f743f	rdfs:label	ru	Интерферон бета-1b	en-us	Interferon beta-1b	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:269ecb96-9a0b-54a0-bb0c-a78d8cacbf54	rdfs:label	ru	Стоматофит® А	en-us	Stomatofit® A	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:26a28ccb-a877-5744-93d8-65a4a89dc559	rdfs:label	ru	Ревалгин	en-us	Revalgin	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:26a48ba2-c1a3-5d53-9138-c1f109676b30	rdfs:label	ru	Нирматрелвир+Ритонавир [набор]	en-us	Nirmatrelvir + Ritonavir [combination]	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-08-13	DeepL
MEDICNE:26a6d755-ae1f-5d96-bc3a-a3c65bedb158	rdfs:label	ru	Этилендиамин	en-us	Ethylenediamine	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:26a78f76-b3f0-57d5-8f13-fbe358cd1ee3	rdfs:label	ru	Формальдегид	en-us	Formaldehyde	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:26acaa5e-eb1e-5faa-bdc4-fdb1fd27ccbe	rdfs:label	ru	альбумин человеческий	en-us	human albumin	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:26b1010d-d010-5381-87cf-8d6a4525d5c8	rdfs:label	ru	Синтетическая малая интерферирующая рибонуклеиновая кислота (миРНК) [двуцепочечная]	en-us	Synthetic small interfering ribonucleic acid (miRNA) [double-stranded]	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
MEDICNE:26c7680b-89bc-5d82-829f-3a9965f0f2f1	rdfs:label	ru	Индия [111In] хлорид	en-us	India [111In] chloride	wikidata:Q116709136	ALGORITHM	CANDIDATE	2026-07-26	DeepL
